Microbe,Condition,Effect,Sample Type,Host,Method,Study Title,PubMed Link
Lautropia mirabilis,Edentulism,Reduced,Saliva,Human,16S rRNA sequencing,Diversity of the oral microbiome between dentate and edentulous individuals,https://www.ncbi.nlm.nih.gov/pubmed/30657624
Neisseria oralis,Edentulism,Reduced,Saliva,Human,16S rRNA sequencing,Diversity of the oral microbiome between dentate and edentulous individuals,https://www.ncbi.nlm.nih.gov/pubmed/30657624
Cardiobacterium hominis,Edentulism,Reduced,Saliva,Human,16S rRNA sequencing,Diversity of the oral microbiome between dentate and edentulous individuals,https://www.ncbi.nlm.nih.gov/pubmed/30657624
Peptococcus,Edentulism,Reduced,Saliva,Human,16S rRNA sequencing,Diversity of the oral microbiome between dentate and edentulous individuals,https://www.ncbi.nlm.nih.gov/pubmed/30657624
TM7,Edentulism,Reduced,Saliva,Human,16S rRNA sequencing,Diversity of the oral microbiome between dentate and edentulous individuals,https://www.ncbi.nlm.nih.gov/pubmed/30657624
Faecalibacterium,Gestational diabetes + hyperlipidemia,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of gut microbiota and blood lipidome in gestational diabetes mellitus with hyperlipidemia,https://www.ncbi.nlm.nih.gov/pubmed/31447702
Streptococcus,Gestational diabetes + hyperlipidemia,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of gut microbiota and blood lipidome in gestational diabetes mellitus with hyperlipidemia,https://www.ncbi.nlm.nih.gov/pubmed/31447702
Veillonella,Gestational diabetes + hyperlipidemia,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of gut microbiota and blood lipidome in gestational diabetes mellitus with hyperlipidemia,https://www.ncbi.nlm.nih.gov/pubmed/31447702
Prevotella,Gestational diabetes + hyperlipidemia,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of gut microbiota and blood lipidome in gestational diabetes mellitus with hyperlipidemia,https://www.ncbi.nlm.nih.gov/pubmed/31447702
Haemophilus,Gestational diabetes + hyperlipidemia,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of gut microbiota and blood lipidome in gestational diabetes mellitus with hyperlipidemia,https://www.ncbi.nlm.nih.gov/pubmed/31447702
Actinomyces,Gestational diabetes + hyperlipidemia,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of gut microbiota and blood lipidome in gestational diabetes mellitus with hyperlipidemia,https://www.ncbi.nlm.nih.gov/pubmed/31447702
Haemophilus parainfluenzae,Gastric carcinoma,Elevated,Blood,Human,16S rRNA sequencing,Detection of microbial 16S rRNA gene in the serum of patients with gastric cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6629868/
Acinetobacter,Gastric carcinoma,Elevated,Blood,Human,16S rRNA sequencing,Detection of microbial 16S rRNA gene in the serum of patients with gastric cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6629868/
Bacteroides,Gastric carcinoma,Elevated,Blood,Human,16S rRNA sequencing,Detection of microbial 16S rRNA gene in the serum of patients with gastric cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6629868/
Sphingomonas,Gastric carcinoma,Reduced,Blood,Human,16S rRNA sequencing,Detection of microbial 16S rRNA gene in the serum of patients with gastric cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6629868/
Comamonas,Gastric carcinoma,Reduced,Blood,Human,16S rRNA sequencing,Detection of microbial 16S rRNA gene in the serum of patients with gastric cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6629868/
Pseudomonas stutzeri,Gastric carcinoma,Reduced,Blood,Human,16S rRNA sequencing,Detection of microbial 16S rRNA gene in the serum of patients with gastric cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6629868/
Peptostreptococcus,Oral cancer,Elevated,Saliva,Human,16S rRNA sequencing,Analysis of oral microbiota in Japanese oral cancer patients using 16S rRNA sequencing,https://www.ncbi.nlm.nih.gov/pubmed/31109865
Fusobacterium,Oral cancer,Elevated,Saliva,Human,16S rRNA sequencing,Analysis of oral microbiota in Japanese oral cancer patients using 16S rRNA sequencing,https://www.ncbi.nlm.nih.gov/pubmed/31109865
Alloprevotella,Oral cancer,Elevated,Saliva,Human,16S rRNA sequencing,Analysis of oral microbiota in Japanese oral cancer patients using 16S rRNA sequencing,https://www.ncbi.nlm.nih.gov/pubmed/31109865
Capnocytophaga,Oral cancer,Elevated,Saliva,Human,16S rRNA sequencing,Analysis of oral microbiota in Japanese oral cancer patients using 16S rRNA sequencing,https://www.ncbi.nlm.nih.gov/pubmed/31109865
Rothia,Oral cancer,Reduced,Saliva,Human,16S rRNA sequencing,Analysis of oral microbiota in Japanese oral cancer patients using 16S rRNA sequencing,https://www.ncbi.nlm.nih.gov/pubmed/31109865
Haemophilus,Oral cancer,Reduced,Saliva,Human,16S rRNA sequencing,Analysis of oral microbiota in Japanese oral cancer patients using 16S rRNA sequencing,https://www.ncbi.nlm.nih.gov/pubmed/31109865
Methanobrevibacter smithii,Bacterial vaginosis,Elevated,Vaginal swab,Human,qPCR,Detection of Methanobrevibacter smithii in vaginal samples collected from women diagnosed with bacterial vaginosis.,https://www.ncbi.nlm.nih.gov/pubmed/31127480
Shigella,Neuromyelitis optica,Elevated,Faeces,Human,16S rRNA sequencing,Lack of short-chain fatty acids and overgrowth of opportunistic pathogens define dysbiosis of neuromyelitis optica spectrum disorders: a Chinese pilot study,https://www.ncbi.nlm.nih.gov/pubmed/30113252
Streptococcus,Neuromyelitis optica,Elevated,Faeces,Human,16S rRNA sequencing,Lack of short-chain fatty acids and overgrowth of opportunistic pathogens define dysbiosis of neuromyelitis optica spectrum disorders: a Chinese pilot study,https://www.ncbi.nlm.nih.gov/pubmed/30113252
Faecalibacterium,Neuromyelitis optica,Reduced,Faeces,Human,16S rRNA sequencing,Lack of short-chain fatty acids and overgrowth of opportunistic pathogens define dysbiosis of neuromyelitis optica spectrum disorders: a Chinese pilot study,https://www.ncbi.nlm.nih.gov/pubmed/30113252
Lachnospiraceae,Neuromyelitis optica,Reduced,Faeces,Human,16S rRNA sequencing,Lack of short-chain fatty acids and overgrowth of opportunistic pathogens define dysbiosis of neuromyelitis optica spectrum disorders: a Chinese pilot study,https://www.ncbi.nlm.nih.gov/pubmed/30113252
Fusobacterium,Anti-N-methyl-D-aspartate receptor encephalitis,Elevated,Faeces,Human,16S rDNA pyrosequencing,Alterations in the human gut microbiome in anti-N-methyl-D-aspartate receptor encephalitis,https://www.ncbi.nlm.nih.gov/pubmed/31448571
Streptococcus,Anti-N-methyl-D-aspartate receptor encephalitis,Elevated,Faeces,Human,16S rDNA pyrosequencing,Alterations in the human gut microbiome in anti-N-methyl-D-aspartate receptor encephalitis,https://www.ncbi.nlm.nih.gov/pubmed/31448571
Parabacteroides,Anti-N-methyl-D-aspartate receptor encephalitis,Elevated,Faeces,Human,16S rDNA pyrosequencing,Alterations in the human gut microbiome in anti-N-methyl-D-aspartate receptor encephalitis,https://www.ncbi.nlm.nih.gov/pubmed/31448571
Bacteroides,Anti-N-methyl-D-aspartate receptor encephalitis,Elevated,Faeces,Human,16S rDNA pyrosequencing,Alterations in the human gut microbiome in anti-N-methyl-D-aspartate receptor encephalitis,https://www.ncbi.nlm.nih.gov/pubmed/31448571
Clostridiales,Anti-N-methyl-D-aspartate receptor encephalitis,Reduced,Faeces,Human,16S rDNA pyrosequencing,Alterations in the human gut microbiome in anti-N-methyl-D-aspartate receptor encephalitis,https://www.ncbi.nlm.nih.gov/pubmed/31448571
Faecalibacterium,Atrial fibrillation,Reduced,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Prevotella,Atrial fibrillation,Reduced,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Alistipes,Atrial fibrillation,Reduced,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Oscillibacter,Atrial fibrillation,Reduced,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Sutterella,Atrial fibrillation,Reduced,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Butyricicoccus,Atrial fibrillation,Reduced,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Bilophila,Atrial fibrillation,Reduced,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Flavonifractor,Atrial fibrillation,Reduced,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Hungatella,Atrial fibrillation,Reduced,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Anaerotruncus,Atrial fibrillation,Reduced,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Eubacterium,Atrial fibrillation,Elevated,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Bifidobacterium,Atrial fibrillation,Elevated,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Roseburia,Atrial fibrillation,Elevated,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Ruminococcus,Atrial fibrillation,Elevated,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Blautia,Atrial fibrillation,Elevated,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Streptococcus,Atrial fibrillation,Elevated,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Dorea,Atrial fibrillation,Elevated,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Veillonella,Atrial fibrillation,Elevated,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Enterococcus,Atrial fibrillation,Elevated,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Coprobacillus,Atrial fibrillation,Elevated,Faeces,Human,16S rRNA sequencing,Disordered gut microbiota and alterations in metabolic patterns are associated with atrial fibrillation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6543127/
Clostridiales,Autoimmune hepatitis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of gut microbiome in autoimmune hepatitis,https://www.ncbi.nlm.nih.gov/pubmed/31201284
Ruminococcaceae,Autoimmune hepatitis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of gut microbiome in autoimmune hepatitis,https://www.ncbi.nlm.nih.gov/pubmed/31201284
Rikenellaceae,Autoimmune hepatitis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of gut microbiome in autoimmune hepatitis,https://www.ncbi.nlm.nih.gov/pubmed/31201284
Oscillospira,Autoimmune hepatitis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of gut microbiome in autoimmune hepatitis,https://www.ncbi.nlm.nih.gov/pubmed/31201284
Parabacteroides,Autoimmune hepatitis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of gut microbiome in autoimmune hepatitis,https://www.ncbi.nlm.nih.gov/pubmed/31201284
Coprococcus,Autoimmune hepatitis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of gut microbiome in autoimmune hepatitis,https://www.ncbi.nlm.nih.gov/pubmed/31201284
Veillonella,Autoimmune hepatitis,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of gut microbiome in autoimmune hepatitis,https://www.ncbi.nlm.nih.gov/pubmed/31201284
Klebsiella,Autoimmune hepatitis,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of gut microbiome in autoimmune hepatitis,https://www.ncbi.nlm.nih.gov/pubmed/31201284
Streptococcus,Autoimmune hepatitis,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of gut microbiome in autoimmune hepatitis,https://www.ncbi.nlm.nih.gov/pubmed/31201284
Lactobacillus,Autoimmune hepatitis,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of gut microbiome in autoimmune hepatitis,https://www.ncbi.nlm.nih.gov/pubmed/31201284
Enterococcus,Primary sclerosing cholangitis,Elevated,Tissue biopsie,Human,16S rRNA sequencing,Alterations of the bile microbiome in primary sclerosing cholangitis,https://www.ncbi.nlm.nih.gov/pubmed/31243055
Staphylococcus,Primary sclerosing cholangitis,Elevated,Tissue biopsie,Human,16S rRNA sequencing,Alterations of the bile microbiome in primary sclerosing cholangitis,https://www.ncbi.nlm.nih.gov/pubmed/31243055
Neisseria,Primary sclerosing cholangitis,Elevated,Tissue biopsie,Human,16S rRNA sequencing,Alterations of the bile microbiome in primary sclerosing cholangitis,https://www.ncbi.nlm.nih.gov/pubmed/31243055
Escherichia coli,Primary sclerosing cholangitis,Elevated,Tissue biopsie,Human,16S rRNA sequencing,Alterations of the bile microbiome in primary sclerosing cholangitis,https://www.ncbi.nlm.nih.gov/pubmed/31243055
Veillonella dispar,Primary sclerosing cholangitis,Elevated,Tissue biopsie,Human,16S rRNA sequencing,Alterations of the bile microbiome in primary sclerosing cholangitis,https://www.ncbi.nlm.nih.gov/pubmed/31243055
Enterococcus faecalis,Primary sclerosing cholangitis,Elevated,Bile,Human,16S rRNA sequencing,Alterations of the bile microbiome in primary sclerosing cholangitis,https://www.ncbi.nlm.nih.gov/pubmed/31243055
Veillonella dispar,Primary sclerosing cholangitis,Elevated,Bile,Human,16S rRNA sequencing,Alterations of the bile microbiome in primary sclerosing cholangitis,https://www.ncbi.nlm.nih.gov/pubmed/31243055
Acinetobacter,Type 2 Diabetes,Elevated,conjunctival swab,Human,16S rRNA sequencing,Distribution and diversity of ocular microbial communities in diabetic patients compared with healthy subjects,https://www.ncbi.nlm.nih.gov/pubmed/29172724
Burkholderia,Type 2 Diabetes,Elevated,conjunctival swab,Human,16S rRNA sequencing,Distribution and diversity of ocular microbial communities in diabetic patients compared with healthy subjects,https://www.ncbi.nlm.nih.gov/pubmed/29172724
Rheinheimera,Type 2 Diabetes,Elevated,conjunctival swab,Human,16S rRNA sequencing,Distribution and diversity of ocular microbial communities in diabetic patients compared with healthy subjects,https://www.ncbi.nlm.nih.gov/pubmed/29172724
Micrococcus,Type 2 Diabetes,Elevated,conjunctival swab,Human,16S rRNA sequencing,Distribution and diversity of ocular microbial communities in diabetic patients compared with healthy subjects,https://www.ncbi.nlm.nih.gov/pubmed/29172724
Staphylococcus,Type 2 Diabetes,Reduced,conjunctival swab,Human,16S rRNA sequencing,Distribution and diversity of ocular microbial communities in diabetic patients compared with healthy subjects,https://www.ncbi.nlm.nih.gov/pubmed/29172724
Bradyrhizobiaceae,Type 2 Diabetes,Reduced,conjunctival swab,Human,16S rRNA sequencing,Distribution and diversity of ocular microbial communities in diabetic patients compared with healthy subjects,https://www.ncbi.nlm.nih.gov/pubmed/29172724
Streptophyta,Type 2 Diabetes,Reduced,conjunctival swab,Human,16S rRNA sequencing,Distribution and diversity of ocular microbial communities in diabetic patients compared with healthy subjects,https://www.ncbi.nlm.nih.gov/pubmed/29172724
Novosphingobium,Type 2 Diabetes,Reduced,conjunctival swab,Human,16S rRNA sequencing,Distribution and diversity of ocular microbial communities in diabetic patients compared with healthy subjects,https://www.ncbi.nlm.nih.gov/pubmed/29172724
Shigella,Pemphigus vulgaris,Reduced,Faeces,Human,16S rRNA sequencing,The imbalance of gut microbiota and its correlation with plasma inflammatory cytokines in pemphigus vulgaris patients,https://www.ncbi.nlm.nih.gov/pubmed/31211854
Flavonifractor,Pemphigus vulgaris,Reduced,Faeces,Human,16S rRNA sequencing,The imbalance of gut microbiota and its correlation with plasma inflammatory cytokines in pemphigus vulgaris patients,https://www.ncbi.nlm.nih.gov/pubmed/31211854
Granulicatella,Pemphigus vulgaris,Reduced,Faeces,Human,16S rRNA sequencing,The imbalance of gut microbiota and its correlation with plasma inflammatory cytokines in pemphigus vulgaris patients,https://www.ncbi.nlm.nih.gov/pubmed/31211854
Carnobacteriaceae,Pemphigus vulgaris,Reduced,Faeces,Human,16S rRNA sequencing,The imbalance of gut microbiota and its correlation with plasma inflammatory cytokines in pemphigus vulgaris patients,https://www.ncbi.nlm.nih.gov/pubmed/31211854
Enterobacteriaceae,Pemphigus vulgaris,Reduced,Faeces,Human,16S rRNA sequencing,The imbalance of gut microbiota and its correlation with plasma inflammatory cytokines in pemphigus vulgaris patients,https://www.ncbi.nlm.nih.gov/pubmed/31211854
Lachnospiraceae incertae sedis,Pemphigus vulgaris,Elevated,Faeces,Human,16S rRNA sequencing,The imbalance of gut microbiota and its correlation with plasma inflammatory cytokines in pemphigus vulgaris patients,https://www.ncbi.nlm.nih.gov/pubmed/31211854
Coprococcus,Pemphigus vulgaris,Elevated,Faeces,Human,16S rRNA sequencing,The imbalance of gut microbiota and its correlation with plasma inflammatory cytokines in pemphigus vulgaris patients,https://www.ncbi.nlm.nih.gov/pubmed/31211854
Collinsella,Pemphigus vulgaris,Elevated,Faeces,Human,16S rRNA sequencing,The imbalance of gut microbiota and its correlation with plasma inflammatory cytokines in pemphigus vulgaris patients,https://www.ncbi.nlm.nih.gov/pubmed/31211854
Faecalibacterium,Non-alcoholic fatty liver disease,Reduced,Faeces,Human,16S rDNA pyrosequencing,Significant decrease in Faecalibacterium among gut microbiota in nonalcoholic fatty liver disease: a large BMI- and sex-matched population study,https://www.ncbi.nlm.nih.gov/pubmed/31515740
Actinomyces georgiae,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Actinomyces israelii,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Actinomyces naeslundii,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Actinomyces viscosus,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Streptococcus gordonii,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Streptococcus anginosus,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Streptococcus intermedius,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Streptococcus sanguinis,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Veillonella parvula,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Capnocytophaga ochracea,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Capnocytophaga sputigena,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Campylobacter gracilis,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Campylobacter showae,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Campylobacter rectus,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Fusobacterium nucleatum,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Fusobacterium periodonticum,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Parvimonas micra,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Aggregatibacter actinomycetemcomitans,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Streptococcus constellatus,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Corynebacterium matruchotii,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Eubacterium saburreum,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Neisseria mucosa,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Selenomonas artemidis,Type 2 Diabetes,Elevated,Subgingival plaque,Human,DNA-DNA hybridization,Subgingival microbiota of Mexicans with Type 2 diabetes with different periodontal and metabolic conditions,https://www.ncbi.nlm.nih.gov/pubmed/31480468
Prevotella,Hypertension,Elevated,Faeces,Human,qPCR,Molecular characterization of alterations in the intestinal microbiota of patients with grade 3 hypertension,https://www.ncbi.nlm.nih.gov/pubmed/31173179
Clostridium,Hypertension,Elevated,Faeces,Human,qPCR,Molecular characterization of alterations in the intestinal microbiota of patients with grade 3 hypertension,https://www.ncbi.nlm.nih.gov/pubmed/31173179
Megasphaera,Hypertension,Elevated,Faeces,Human,16S rRNA sequencing,Molecular characterization of alterations in the intestinal microbiota of patients with grade 3 hypertension,https://www.ncbi.nlm.nih.gov/pubmed/31173179
Parasutterella,Hypertension,Elevated,Faeces,Human,16S rRNA sequencing,Molecular characterization of alterations in the intestinal microbiota of patients with grade 3 hypertension,https://www.ncbi.nlm.nih.gov/pubmed/31173179
Shigella,Hypertension,Elevated,Faeces,Human,16S rRNA sequencing,Molecular characterization of alterations in the intestinal microbiota of patients with grade 3 hypertension,https://www.ncbi.nlm.nih.gov/pubmed/31173179
Rothia,periodontitis,Reduced,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Neisseria,periodontitis,Reduced,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Leptotrichia,periodontitis,Reduced,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Treponema,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Eubacterium,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Tannerella,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Haemophilus,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Alloprevotella,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Schwartzia,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Chloroflexi,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
Phocaeicola,periodontitis,Elevated,Subgingival plaque,Human,16S rRNA sequencing,Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,https://pubmed.ncbi.nlm.nih.gov/31502122/
